Date,ICO composite indicator,"Colombian
2006-01-01,101.2,126.92,124.2,114.98,63.39,20.347000049999995,193.018,4.4106,76.188,15.592750000000004
2006-02-01,97.39,121.31,119.12,109.01,62.98,21.044210473684217,103.82700000000001,4.567842105263159,106.5725,17.523947263157893
2006-03-01,92.76,116.01,113.66,103.92,59.6,21.71782617391304,291.473,4.722304347826087,88.886,18.116738869565218
2006-04-01,94.2,117.87,115.42,105.49,60.55,21.731052736842106,272.4,4.985368421052631,88.886,19.010263421052638
2006-05-01,90.0,111.81,109.36,99.29,60.08,20.641363636363636,389.525,5.106909090909092,93.8745,18.39772736363636
2006-06-01,86.04,105.83,103.15,93.27,60.23,20.885000045454547,323.13,5.103272727272727,96.5955,18.06863654545455
2006-07-01,88.57,107.85,105.0,94.56,64.49,21.141500000000004,323.366,5.08245,97.5025,17.446750299999998
2006-08-01,95.78,114.14,111.73,100.37,73.59,20.89608691304348,187.169,4.873652173913043,94.7815,15.303478260869568
2006-09-01,95.98,111.88,109.83,99.53,77.11,20.723500050000002,155.828,4.715799999999999,84.8045,16.57274985
2006-10-01,95.53,112.67,110.63,99.23,75.17,21.94954545454545,288.922,4.72340909090909,78.909,18.805908863636365
2006-11-01,103.48,123.95,122.27,110.04,76.79,21.272381142857142,233.976,4.593190476190476,78.00200000000001,18.54404771428572
2006-12-01,108.01,131.41,128.44,117.36,76.67,20.4645,168.82299999999998,4.560349999999998,77.5485,18.091249849999997
2007-01-01,105.81,126.07,124.53,112.5,79.13,20.3904999,108.583,4.7604,77.095,17.569250250000003
2007-02-01,104.18,123.82,122.03,110.03,79.08,21.539999947368425,42.708,4.721789473684211,74.8275,16.472631315789474
2007-03-01,100.09,118.33,117.08,104.91,77.0,21.7527275,217.984,4.559090909090909,73.9205,15.351590909090909
2007-04-01,99.3,116.11,114.6,102.22,79.58,23.120999949999998,314.82,4.68435,72.10650000000001,15.613500000000002
2007-05-01,100.09,115.01,113.24,101.49,83.91,22.722727272727273,359.421,4.744272727272728,70.2925,14.71340909090909
2007-06-01,107.03,121.2,119.33,107.32,92.68,21.45714266666667,245.2,5.098714285714287,75.28099999999999,13.639523809523812
2007-07-01,106.2,120.78,117.63,106.24,92.51,21.426190619047624,297.97900000000004,4.997714285714285,74.374,13.382619047619047
2007-08-01,107.98,125.22,123.19,111.73,87.44,22.15565234782609,295.75,4.670173913043478,73.01350000000001,13.622391304347826
2007-09-01,113.2,130.37,128.04,117.14,92.78,23.009473789473684,203.137,4.511947368421054,80.26950000000001,13.67605263157895
2007-10-01,115.71,136.49,134.29,122.12,91.1,25.74782613043478,341.0,4.520130434782608,79.3625,13.186956521739129
2007-11-01,114.43,133.32,131.0,119.87,92.59,23.00952385714286,218.985,4.147666666666666,77.5485,11.810238095238097
2007-12-01,118.16,140.12,137.58,125.93,91.39,23.4424998,210.03099999999998,4.0915,78.4555,10.7
2008-01-01,122.33,142.66,139.86,127.93,99.21,22.476666619047617,136.033,3.717476190476191,97.049,9.66261904761905
2008-02-01,138.82,159.9,157.29,143.78,115.45,22.9275003,154.959,3.7325000000000004,109.747,9.25
2008-03-01,136.17,151.64,149.89,136.41,121.92,21.8094999,202.28799999999998,3.4918,95.235,8.8
2008-04-01,126.55,142.04,140.7,127.67,111.29,24.031363590909088,243.549,3.649909090909091,99.77000000000001,8.726363636363637
2008-05-01,126.76,143.6,141.95,129.52,108.88,23.475237857142858,553.3430000000001,3.8728571428571437,97.049,8.35690476190476
2008-06-01,130.51,149.15,146.15,133.65,111.34,23.031904904761898,318.803,4.083428571428572,104.7585,8.731428571428571
2008-07-01,132.78,151.18,147.36,134.88,115.23,24.175909136363636,382.425,3.982909090909091,109.2935,7.343863636363637
2008-08-01,131.14,151.03,146.43,133.28,112.56,26.97523780952381,345.305,3.8851428571428577,117.91,7.815714285714284
2008-09-01,126.69,148.36,143.27,130.26,105.38,25.074762000000003,249.136,3.675047619047619,116.5495,7.655476190476191
2008-10-01,108.31,130.99,123.59,110.27,88.77,22.114782695652174,249.352,3.77995652173913,101.13050000000001,5.755869565217393
2008-11-01,107.88,130.45,121.89,107.96,90.76,21.160000263157894,312.869,3.5215263157894734,78.4555,4.738947368421053
2008-12-01,103.07,130.89,118.97,103.46,82.51,22.73409090909091,162.69299999999998,2.4080454545454546,80.26950000000001,4.606136363636363
2009-01-01,108.39,142.32,128.3,109.18,82.74,21.860000099999997,163.40200000000002,2.48215,99.31649999999999,4.741250000000001
2009-02-01,107.6,144.55,129.48,107.69,80.22,19.342631842105266,143.194,2.850421052631579,96.14200000000001,4.876578947368422
2009-03-01,105.87,154.16,128.52,102.81,76.31,17.287727,265.574,2.807454545454545,97.049,5.172499999999999
2009-04-01,111.61,181.1,134.88,105.95,75.53,19.479047571428573,189.386,2.8982380952380957,100.2235,6.13
2009-05-01,123.05,212.05,150.99,118.4,75.62,21.167499850000002,255.525,3.285,100.67700000000002,6.769749999999999
2009-06-01,119.05,196.32,149.79,115.42,73.79,23.02318159090909,297.061,3.707409090909091,109.2935,7.271136363636362
2009-07-01,112.9,187.29,140.9,107.8,71.68,21.9413635,207.24900000000002,3.536409090909091,121.08449999999999,7.589772727272727
2009-08-01,117.45,185.39,149.76,116.86,72.35,20.38952357142857,265.79200000000003,3.579190476190476,127.4335,9.532857142857145
2009-09-01,116.4,177.45,148.53,116.16,73.82,20.85857138095238,151.475,3.392666666666667,134.6895,9.905238095238094
2009-10-01,121.09,178.13,154.57,124.62,73.51,20.107727272727274,255.59099999999998,3.366454545454546,118.3635,10.06772727272727
2009-11-01,119.67,178.33,152.21,126.17,69.48,18.2879999,144.335,3.395349999999999,131.9685,10.58275
2009-12-01,124.96,192.11,158.16,132.84,69.89,18.55227263636364,118.596,3.581045454545455,135.143,11.287500000000001
2010-01-01,126.85,207.51,158.9,131.67,70.08,19.351579052631575,45.4006,3.711052631578947,129.2475,11.51605263157895
2010-02-01,123.37,204.71,157.86,124.57,67.88,17.492631631578945,89.7351,3.6792631578947366,133.329,11.299210526315788
2010-03-01,125.3,205.71,164.5,126.21,67.25,18.809565130434777,161.378,3.719260869565217,126.98,12.155
2010-04-01,126.89,199.5,169.24,125.71,71.52,18.889523857142855,327.728,3.819333333333333,117.91,12.734285714285713
2010-05-01,128.1,200.33,173.28,127.32,70.61,18.51899995,359.23900000000003,3.41275,105.66550000000001,13.06775
2010-06-01,142.2,224.49,190.9,143.2,76.92,16.40090881818182,367.621,3.194,101.584,13.37090909090909
2010-07-01,153.41,235.52,203.21,156.87,85.27,15.215238,380.06300000000005,2.984904761904762,105.21199999999999,12.572380952380952
2010-08-01,157.46,243.98,211.59,163.21,82.68,15.602727272727272,222.503,2.6885454545454546,113.8285,12.113181818181818
2010-09-01,163.61,247.77,222.71,175.15,81.28,15.771904714285714,280.54,2.6371904761904768,111.56099999999999,12.748095238095237
2010-10-01,161.56,230.02,217.64,175.38,85.27,16.27523819047619,246.472,2.5078571428571435,112.92150000000001,13.597857142857142
2010-11-01,173.9,244.02,233.48,190.62,92.04,16.919999952380955,375.281,2.7383809523809526,114.282,15.163095238095236
2010-12-01,184.26,261.97,248.17,204.25,94.09,18.174999954545452,261.668,3.280363636363637,121.9915,16.246818363636365
2011-01-01,197.35,279.88,263.77,219.77,101.09,14.994500100000005,124.76,3.36875,131.0615,16.351249850000002
2011-02-01,216.03,296.44,287.89,247.0,109.35,13.488947368421053,174.187,3.5646842105263157,126.52650000000001,16.427894736842106
2011-03-01,224.33,300.68,292.07,260.98,118.13,11.306956521739128,204.542,3.4062608695652172,124.25900000000001,17.668695826086957
2011-04-01,231.24,312.95,300.12,273.4,117.37,11.8695,418.31800000000004,3.4328000000000003,121.08449999999999,18.18650025
2011-05-01,227.97,302.17,291.09,268.66,121.98,10.841904761904761,389.23199999999997,3.1583333333333337,118.81700000000002,18.159047428571423
2011-06-01,215.58,287.95,274.98,250.59,117.95,9.518636363636363,342.108,2.991454545454545,122.8985,18.222954545454545
2011-07-01,210.36,285.21,268.02,245.69,112.73,9.132500000000002,306.158,2.9779499999999994,126.98,19.998750199999996
2011-08-01,212.19,286.97,270.44,249.83,112.07,6.169999999999999,210.86900000000003,2.286434782608696,126.98,18.575217173913046
2011-09-01,213.04,287.54,274.88,255.64,106.06,5.065714285714286,278.991,1.963904761904762,121.08449999999999,19.409285761904762
2011-10-01,193.9,257.66,247.82,234.28,98.1,5.828571428571428,270.26,2.1274761904761905,121.9915,20.406904714285716
2011-11-01,193.66,256.99,245.09,236.75,97.24,6.090476190476191,319.737,2.005333333333333,120.631,21.32690457142857
2011-12-01,189.02,251.6,236.71,228.79,98.41,7.424285714285713,239.535,1.9693809523809525,118.3635,22.19666666666667
2012-01-01,188.9,255.91,237.21,228.21,96.72,9.072499999999998,139.684,1.94405,119.27049999999998,23.6824999
2012-02-01,182.29,244.14,224.16,215.4,101.93,11.113499999999998,108.976,1.9582499999999996,119.724,24.2632501
2012-03-01,167.77,222.84,201.26,192.03,103.57,11.315454545454545,199.521,2.161181818181818,123.80550000000001,26.37613631818182
2012-04-01,160.46,214.46,191.45,180.9,101.8,9.32,277.14099999999996,2.02835,126.073,29.31725
2012-05-01,157.68,207.32,184.65,174.17,106.88,7.561363636363637,236.268,1.79,126.98,27.307499727272727
2012-06-01,145.31,184.67,168.69,156.17,105.7,7.323809523809524,179.003,1.6085238095238092,130.608,26.667143
2012-07-01,159.07,202.56,190.45,175.98,107.06,7.576666666666667,232.804,1.4991428571428573,135.59650000000002,25.75928585714286
2012-08-01,148.5,187.14,174.82,160.05,106.52,8.85217391304348,185.66099999999997,1.6691739130434782,139.67800000000003,23.493913043478255
2012-09-01,151.28,190.1,178.98,166.53,104.95,9.463157894736842,169.71400000000003,1.7127368421052633,137.864,25.290789263157894
2012-10-01,147.12,181.39,173.32,161.2,104.47,9.644285714285713,249.71599999999998,1.721142857142857,130.608,23.71071419047619
2012-11-01,136.35,170.08,159.91,148.25,97.67,10.33095238095238,166.472,1.6426190476190479,137.864,25.201666523809518
2012-12-01,131.31,164.4,152.74,140.69,96.59,13.145500000000002,197.75799999999998,1.7045500000000005,139.67800000000003,26.61649995
2013-01-01,135.38,169.19,157.29,145.17,99.69,13.89142857142857,64.4901,1.8900000000000001,138.3175,27.59428557142857
2013-02-01,131.51,161.7,149.46,136.63,104.03,13.25157894736842,172.02,1.9674210526315785,131.9685,27.545789263157896
2013-03-01,131.38,161.53,149.78,133.61,106.26,13.682999999999998,137.485,1.9454999999999998,120.631,28.628499799999997
2013-04-01,129.55,161.76,149.81,132.62,101.68,15.262727318181822,183.05599999999998,1.7311818181818177,107.47950000000002,29.32000009090909
2013-05-01,126.96,158.35,147.19,130.29,99.18,14.52590909090909,367.19199999999995,1.9180454545454546,108.38650000000001,31.514318272727277
2013-06-01,117.58,147.55,138.26,120.01,90.79,15.0915,232.21200000000002,2.28905,104.7585,32.49850020000001
2013-07-01,118.93,147.46,138.39,119.47,95.21,14.390909090909092,153.626,2.565909090909091,103.398,34.47204527272727
2013-08-01,116.45,143.26,135.15,116.81,94.01,14.848636363636365,302.247,2.730454545454545,103.398,35.94340963636364
2013-09-01,111.82,138.6,132.28,112.65,87.78,14.554499999999999,208.206,2.8007999999999997,96.14200000000001,37.53650019999999
2013-10-01,107.03,133.83,128.7,109.57,83.7,16.22608686956522,191.84900000000002,2.599739130434782,90.7,39.16826139130435
2013-11-01,100.99,124.65,122.02,102.57,79.71,18.929500099999995,204.808,2.7085,94.7815,40.4462499
2013-12-01,106.56,126.54,125.97,107.4,87.89,22.00190495238095,132.60299999999998,2.892,105.66550000000001,39.129524238095236
2014-01-01,110.75,132.9,132.73,114.02,87.73,22.634761857142855,101.26299999999999,2.842142857142857,116.096,37.5254761904762
2014-02-01,137.81,172.22,173.64,148.74,95.9,21.04421042105263,124.89299999999999,2.6972631578947373,100.67700000000002,36.33894778947368
2014-03-01,165.03,211.07,214.09,182.97,105.37,20.67380938095238,163.249,2.716666666666666,94.7815,37.0207141904762
2014-04-01,170.58,220.62,223.48,190.62,105.55,19.680952523809523,196.952,2.691285714285715,94.7815,35.51309557142858
2014-05-01,163.94,211.66,214.2,181.97,102.99,20.185714285714287,266.601,2.551809523809524,88.886,35.5573811904762
2014-06-01,151.92,195.17,197.89,165.34,98.91,20.357619238095236,208.37,2.5925714285714285,86.6185,37.89119052380953
2014-07-01,152.5,194.21,196.9,164.92,101.79,21.800454545454546,189.856,2.53,95.235,39.29795436363637
2014-08-01,163.08,211.6,212.97,183.32,100.25,21.851428380952377,225.373,2.4121904761904758,92.06049999999999,38.73833333333333
2014-09-01,161.79,206.78,210.53,182.15,100.52,25.020952476190473,190.831,2.5284285714285724,85.7115,37.952857047619055
2014-10-01,172.88,222.59,225.29,197.05,104.7,27.98869543478261,246.692,2.2883043478260867,86.6185,37.36065213043478
2014-11-01,162.17,206.41,209.38,181.43,103.06,28.678947263157895,222.983,2.3227894736842107,86.165,39.125526210526324
2014-12-01,150.66,190.16,193.6,166.58,98.43,28.894545409090906,177.859,2.2043636363636363,85.258,40.76477290909091
2015-01-01,148.24,185.26,190.0,163.5,98.01,30.36250005,121.265,1.8735499999999998,105.21199999999999,41.49500024999999
2015-02-01,141.1,174.11,178.89,151.9,98.36,25.196842210526317,106.23,1.9698947368421051,109.747,45.7647367368421
2015-03-01,127.04,154.29,160.74,133.55,92.16,24.549999999999997,250.665,2.0408181818181816,123.35200000000002,47.314545409090904
2015-04-01,129.02,157.06,164.0,136.7,92.06,24.971428571428575,227.028,1.9270952380952382,125.61949999999999,48.581666476190485
2015-05-01,123.49,150.19,158.48,130.38,87.56,24.246000050000003,185.55700000000002,2.1917999999999997,140.13150000000002,50.55049985
2015-06-01,124.97,152.02,159.76,130.51,90.25,24.659090818181824,230.521,2.3569090909090913,148.2945,52.953181954545464
2015-07-01,119.77,144.52,154.45,123.64,87.12,22.872272954545455,243.03599999999997,2.3152727272727276,153.7365,55.8009091818182
2015-08-01,121.21,146.96,156.92,127.24,85.78,22.738571619047622,178.718,2.1617619047619048,143.7595,56.03666661904762
2015-09-01,113.14,135.55,146.15,117.83,81.5,25.425238047619047,133.138,2.168190476190476,140.585,56.24999966666666
2015-10-01,118.43,143.1,153.25,127.47,82.78,28.914545545454544,160.918,2.059181818181818,146.934,60.542727318181804
2015-11-01,115.03,138.63,147.98,122.95,81.74,29.573500000000003,176.606,2.26485,138.771,61.7144998
2015-12-01,114.63,139.89,148.66,123.73,79.28,31.384090727272724,72.9596,2.2386818181818184,137.41049999999998,60.52545427272726
2016-01-01,110.89,135.21,145.03,121.21,74.71,28.08421042105264,82.9881,2.0752105263157894,123.35200000000002,58.324736578947366
2016-02-01,111.75,137.17,147.7,122.24,74.04,26.215500099999996,73.5669,1.7770000000000004,112.46800000000002,57.41499979999999
2016-03-01,117.83,145.2,157.5,130.38,75.6,26.229545499999997,181.854,1.8860909090909088,104.305,58.8936365
2016-04-01,117.93,143.66,154.22,128.1,80.18,30.19333319047619,293.124,1.7991428571428574,95.6885,59.60238119047619
2016-05-01,119.91,144.49,155.19,129.05,83.93,29.189523476190477,256.627,1.8026190476190476,100.2235,55.71142852380952
2016-06-01,127.05,156.86,165.45,138.38,85.94,30.306817954545462,180.77700000000002,1.6401363636363635,109.2935,55.33727281818182
2016-07-01,132.98,164.46,171.76,144.76,90.82,31.46449979999999,256.253,1.49895,110.2005,57.31499974999999
2016-08-01,131.0,160.78,167.54,141.41,91.79,30.940000043478268,225.063,1.5546086956521739,104.7585,56.0426087826087
2016-09-01,138.22,168.85,176.3,149.8,96.88,34.46285738095238,233.826,1.6291904761904763,105.66550000000001,54.46809514285714
2016-10-01,142.68,172.28,178.96,153.15,103.65,32.55428595238095,234.979,1.7560952380952382,108.38650000000001,53.339999761904764
2016-11-01,145.82,177.85,184.12,157.72,103.72,33.886666380952384,124.15,2.1372857142857145,121.53800000000001,55.19190461904761
2016-12-01,131.7,156.64,161.78,137.14,101.85,35.1380950952381,134.379,2.486571428571428,121.08449999999999,57.66571409523809
2017-01-01,139.07,164.96,168.61,145.7,108.32,34.3274997,111.58,2.42595,138.3175,57.379499800000005
2017-02-01,137.68,163.67,166.35,145.5,106.49,33.53421068421053,123.35,2.4184210526315786,138.771,56.24000036842106
2017-03-01,134.07,158.4,160.15,139.67,106.73,33.10434782608696,195.14,2.4790434782608695,132.422,56.18652152173913
2017-04-01,130.39,154.97,155.4,136.09,103.58,35.850000105263156,251.65,2.2926315789473684,130.1545,59.10473710526316
2017-05-01,125.4,151.41,150.0,131.21,98.36,32.56136354545455,318.48,2.302454545454545,133.329,61.11409113636365
2017-06-01,122.39,146.12,143.22,123.71,101.95,30.69545445454546,278.59,2.185136363636363,142.399,60.9945455
2017-07-01,127.26,152.51,149.66,129.19,104.94,30.514999949999996,276.54,2.3130499999999996,135.59650000000002,57.793499999999995
2017-08-01,128.24,155.15,149.88,131.93,104.52,31.126086869565217,233.16,2.2079130434782606,131.51500000000001,54.12565273913043
2017-09-01,124.46,151.47,146.56,129.67,99.18,31.224999899999993,228.52,2.20145,134.236,54.511000249999995
2017-10-01,120.01,144.26,140.71,124.55,98.39,32.47045468181819,241.04,2.3578636363636356,138.771,54.83545431818182
2017-11-01,117.26,144.09,140.9,124.28,91.33,33.04523780952381,230.49,2.3540952380952382,135.143,56.784761857142854
2017-12-01,114.0,141.62,137.42,121.47,87.59,33.59750055000001,164.24,2.403,126.52650000000001,58.32849995
2018-01-01,115.6,143.77,138.81,123.67,88.65,31.53333328571428,111.58,2.582904761904762,134.236,59.55476214285714
2018-02-01,114.19,141.5,136.28,120.83,89.24,31.110526368421052,123.35,2.8605263157894742,135.59650000000002,55.759473684210526
2018-03-01,112.99,139.45,135.03,119.8,88.18,31.754761619047617,195.14,2.843285714285714,127.4335,57.918571428571425
2018-04-01,112.56,139.29,134.34,118.76,88.31,29.02619071428572,251.65,2.866095238095238,121.9915,58.653333761904754
2018-05-01,113.34,140.26,135.61,119.57,88.74,27.07272731818182,318.48,2.978090909090909,118.81700000000002,57.262272954545466
2018-06-01,110.44,138.55,134.03,115.1,86.07,30.382381047619045,278.59,2.9132857142857143,114.282,54.32714276190476
2018-07-01,107.2,133.92,130.6,110.54,84.42,29.226190428571428,276.54,2.8903333333333334,112.92150000000001,50.72571428571429
2018-08-01,102.41,129.99,125.21,104.46,80.74,29.073913043478264,233.16,2.8891304347826083,108.84,52.63826065217391
2018-09-01,98.17,125.74,121.18,99.87,76.7,27.50263152631579,228.52,3.004736842105263,109.2935,55.53052642105263
2018-10-01,111.21,140.83,137.34,115.59,85.32,24.660869478260878,241.04,3.1558695652173916,109.747,57.341304347826075
2018-11-01,109.59,139.27,137.11,113.27,83.52,24.23857147619048,230.49,3.118619047619048,107.026,66.51476309523808
2018-12-01,100.61,127.86,127.1,102.1,77.57,23.563684368421054,164.24,2.8335263157894737,104.305,64.60947378947368
2019-01-01,101.56,129.28,128.46,102.94,78.24,24.42095242857143,111.58,2.7072857142857147,102.94449999999999,64.88047595238096
2019-02-01,100.67,127.93,128.45,100.06,78.65,24.23631594736842,123.35,2.6755789473684213,97.956,69.98736805263158
2019-03-01,97.5,125.23,123.89,95.81,76.96,22.580476047619047,195.14,2.570857142857143,96.5955,71.43952280952381
2019-04-01,94.42,124.42,121.13,92.47,73.28,20.404285714285713,251.65,2.5300000000000002,99.31649999999999,75.72523838095238
2019-05-01,92.16,122.74,119.15,90.53,70.54,19.100555722222225,318.48,2.4242105263157896,99.31649999999999,77.49684278947369
